Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Through the money transaction, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,9,Uber
Yes,"Yes, absolutely",Yes,Do not status please riders, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,Prmiary,11,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I meet a lot of people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,It is in the air and moving around always, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Different patronage by all kind of persons, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I am very vulnerable because of the way some passengers behave  with respect to wearing the mask, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Riders who order my service might be carriers of the virus but I might not know, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,Voc./Tech./Commercial,17,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I don't know the status of the people who come to board my vehicle and mostly pay with cash, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Some of the customers come without mask and they most pay with cash, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Islam,3,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,Yes,Yes,No,Accra,Male,30,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Most customers pay with cash, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,8,Yango
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I don't know the covid status of my customers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Physical cash transaction, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,31,30-39,Voc./Tech./Commercial,14,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",Yes,Through money transaction, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,No,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",Yes,Most customers prefer to sit at from seat forgetting social distancing, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,Yes, ,Yes,No,No,Yes,Accra,Male,31,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,31,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,31,30-39,SSS/SHS,14,Single,Christian,3,Uber
Yes,"Yes, but not as it was in March 2020",Yes,Most of the customers prefer to pay in cash, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,No,No,Yes,No,Accra,Male,32,30-39,JSS/JHS/Mid. School,11,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Always at public places, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,I transport different people to different locations, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,"Some customers are very stubborn, they refuse to wear the mask", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,6,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Different people order for trips, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,20,Bolt
Yes,"Yes, absolutely",Yes,I have always have contact with people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,No,No, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,Tertiary,15,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,We communicate with passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,6,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,Tertiary,18,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",Yes,Cash transaction is a threat to me, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,Tertiary,18,Marrried,Christian,3,Uber
Yes,"Yes, absolutely",Yes,Sometimes the ride request comes as single user but upon arrival you realise they are more than one sometimes four or more making social distancing difficult., ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,No,No, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Most passengers pay with cash which exposes us to risk of getting infected, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,I do not know the COVID-19 status of my riders, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Am afraid through contacts, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,32,30-39,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Most customers prefer to pay in cash instead of e payment like mobile money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,32,30-39,Tertiary,17,Marrried,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,32,30-39,Voc./Tech./Commercial,17,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Some don't wear the mask. And u can't go back and not pick them, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,15,High,No,No, ,No,No,Yes,Yes,Accra,Male,33,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I go market places, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,33,30-39,Tertiary,16,Marrried,Christian,3,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,33,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Because I can be infected, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,No,No,Yes,Yes,Accra,Male,33,30-39,JSS/JHS/Mid. School,11,Single,Christian,8,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,5,Uber
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,34,30-39,JSS/JHS/Mid. School,11,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Most customers pay me with cash, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,No,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,"Through touches in car,  money", ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, absolutely",Yes,Some customers don't wear mask and through cash transaction, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,Yes, ,No,No,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Through touches, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Through air In the car, ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,34,30-39,Prmiary,11,Marrried,Christian,4,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,34,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,I am taking a risk as at now because I meet different people everyday, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,34,30-39,Tertiary,17,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Marrried,Islam,4,Bolt
Yes,"Yes, absolutely",Yes,I can catch it easily, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,34,30-39,SSS/SHS,14,Single,Christian,8,Uber
Yes,"Yes, absolutely",Yes,Touching different people's money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,JSS/JHS/Mid. School,11,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,"I don't know the status of, you passengers in terms of covid 19 and so,even come in without mask", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,Tertiary,16,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,The people I meet, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,Voc./Tech./Commercial,17,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,When they don't wear their masks, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,35,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,2,Uber
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,7,Uber
Yes,"Yes, but not as it was in March 2020",Yes,Different people patronize my services without me knowing whether they are carries of the virus, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,Tertiary,18,Marrried,Christian,7,Uber
Yes,"Yes, absolutely",Yes,Physical cash transaction, ,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,Yes,No,Yes,Yes,Accra,Male,35,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,35,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,The virus is in Accra so personally am worried, ,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,Voc./Tech./Commercial,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Through my interaction with passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,We meet different passengers, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Marrried,Christian,1,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Because am always exposed, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,35,30-39,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,36,30-39,SSS/SHS,14,Single,Christian,3,Bolt
